"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1229","Census Tract 207302","879","Census Tract 123800","1/6/2019 - 31/8/2019, Every day, Daily Average",1545,1080,2210
"1229","Census Tract 207302","880","Census Tract 123901","1/6/2019 - 31/8/2019, Every day, Daily Average",1604,1114,2309
"1229","Census Tract 207302","881","Census Tract 123902","1/6/2019 - 31/8/2019, Every day, Daily Average",1501,1035,2176
"1229","Census Tract 207302","882","Census Tract 124000","1/6/2019 - 31/8/2019, Every day, Daily Average",1657,1178,2329
"1229","Census Tract 207302","883","Census Tract 124102","1/6/2019 - 31/8/2019, Every day, Daily Average",1480,1046,2093
"1229","Census Tract 207302","886","Census Tract 124105","1/6/2019 - 31/8/2019, Every day, Daily Average",1735,1225,2456
"1229","Census Tract 207302","887","Census Tract 124201","1/6/2019 - 31/8/2019, Every day, Daily Average",1847,1333,2557
"1229","Census Tract 207302","888","Census Tract 124203","1/6/2019 - 31/8/2019, Every day, Daily Average",1822,1282,2588
"1229","Census Tract 207302","889","Census Tract 124204","1/6/2019 - 31/8/2019, Every day, Daily Average",1588,1149,2193
"1229","Census Tract 207302","890","Census Tract 124300","1/6/2019 - 31/8/2019, Every day, Daily Average",1739,1250,2418
"1229","Census Tract 207302","891","Census Tract 124400","1/6/2019 - 31/8/2019, Every day, Daily Average",1965,1351,2857
"1229","Census Tract 207302","892","Census Tract 124500","1/6/2019 - 31/8/2019, Every day, Daily Average",2076,1428,3016
"1229","Census Tract 207302","893","Census Tract 124600","1/6/2019 - 31/8/2019, Every day, Daily Average",1573,1118,2213
"1229","Census Tract 207302","894","Census Tract 124700","1/6/2019 - 31/8/2019, Every day, Daily Average",1531,1083,2164
"1229","Census Tract 207302","896","Census Tract 124903","1/6/2019 - 31/8/2019, Every day, Daily Average",1636,1166,2294
"1229","Census Tract 207302","897","Census Tract 125100","1/6/2019 - 31/8/2019, Every day, Daily Average",1482,1024,2144
"1229","Census Tract 207302","898","Census Tract 125200","1/6/2019 - 31/8/2019, Every day, Daily Average",1442,991,2096
"1229","Census Tract 207302","899","Census Tract 125310","1/6/2019 - 31/8/2019, Every day, Daily Average",1588,1158,2176
"1229","Census Tract 207302","900","Census Tract 125320","1/6/2019 - 31/8/2019, Every day, Daily Average",1683,1195,2369
"1229","Census Tract 207302","901","Census Tract 125401","1/6/2019 - 31/8/2019, Every day, Daily Average",1607,1140,2263
"1229","Census Tract 207302","902","Census Tract 125402","1/6/2019 - 31/8/2019, Every day, Daily Average",1409,972,2041
"1229","Census Tract 207302","903","Census Tract 125501","1/6/2019 - 31/8/2019, Every day, Daily Average",1612,1170,2219
"1229","Census Tract 207302","904","Census Tract 125502","1/6/2019 - 31/8/2019, Every day, Daily Average",1799,1262,2564
"1229","Census Tract 207302","905","Census Tract 125600","1/6/2019 - 31/8/2019, Every day, Daily Average",1773,1250,2513
"1229","Census Tract 207302","907","Census Tract 127103","1/6/2019 - 31/8/2019, Every day, Daily Average",1885,1392,2550
"1229","Census Tract 207302","908","Census Tract 127104","1/6/2019 - 31/8/2019, Every day, Daily Average",2085,1533,2835
"1229","Census Tract 207302","909","Census Tract 127210","1/6/2019 - 31/8/2019, Every day, Daily Average",2172,1583,2978
"1229","Census Tract 207302","911","Census Tract 127300","1/6/2019 - 31/8/2019, Every day, Daily Average",1885,1435,2475
"1229","Census Tract 207302","912","Census Tract 127400","1/6/2019 - 31/8/2019, Every day, Daily Average",2086,1492,2916
"1229","Census Tract 207302","913","Census Tract 127520","1/6/2019 - 31/8/2019, Every day, Daily Average",2023,1485,2755
"1229","Census Tract 207302","914","Census Tract 127603","1/6/2019 - 31/8/2019, Every day, Daily Average",1944,1376,2744
"1229","Census Tract 207302","915","Census Tract 127604","1/6/2019 - 31/8/2019, Every day, Daily Average",1912,1376,2655
"1229","Census Tract 207302","916","Census Tract 127605","1/6/2019 - 31/8/2019, Every day, Daily Average",2372,1680,3347
"1229","Census Tract 207302","917","Census Tract 127606","1/6/2019 - 31/8/2019, Every day, Daily Average",1945,1399,2704
"1229","Census Tract 207302","918","Census Tract 127711","1/6/2019 - 31/8/2019, Every day, Daily Average",1850,1396,2450
"1229","Census Tract 207302","919","Census Tract 127712","1/6/2019 - 31/8/2019, Every day, Daily Average",1824,1380,2409
"1229","Census Tract 207302","926","Census Tract 128101","1/6/2019 - 31/8/2019, Every day, Daily Average",2113,1529,2919
"1229","Census Tract 207302","927","Census Tract 128102","1/6/2019 - 31/8/2019, Every day, Daily Average",2356,1720,3225
"1229","Census Tract 207302","932","Census Tract 128400","1/6/2019 - 31/8/2019, Every day, Daily Average",1845,1364,2494
"1229","Census Tract 207302","933","Census Tract 128500","1/6/2019 - 31/8/2019, Every day, Daily Average",1963,1383,2786
"1229","Census Tract 207302","934","Census Tract 128601","1/6/2019 - 31/8/2019, Every day, Daily Average",2012,1416,2857
"1229","Census Tract 207302","935","Census Tract 128602","1/6/2019 - 31/8/2019, Every day, Daily Average",2137,1435,3180
"1229","Census Tract 207302","936","Census Tract 128702","1/6/2019 - 31/8/2019, Every day, Daily Average",1621,1157,2270
"1229","Census Tract 207302","937","Census Tract 128801","1/6/2019 - 31/8/2019, Every day, Daily Average",1757,1293,2387
"1229","Census Tract 207302","938","Census Tract 128802","1/6/2019 - 31/8/2019, Every day, Daily Average",1975,1382,2820
